iter	Logloss
352	0.1642623104
353	0.1641354136
354	0.1640350397
355	0.1639561312
356	0.1638314453
357	0.1637202268
358	0.1635889199
359	0.16347416
360	0.1633551244
361	0.1632410674
362	0.1631242953
363	0.1629762898
364	0.1628424368
365	0.1627729906
366	0.1625915537
367	0.1623779325
368	0.1621799425
369	0.1619830793
370	0.1618949577
371	0.1618342561
372	0.1617390207
373	0.1616588219
374	0.1616078894
375	0.1614717357
376	0.1613673939
377	0.1612815923
378	0.1611874378
379	0.1611161487
380	0.1608870362
381	0.1607666934
382	0.1606700746
383	0.1605738927
384	0.1604869713
385	0.1603206373
386	0.1602220158
387	0.1601195876
388	0.1600416289
389	0.1599838392
390	0.1598561639
391	0.1597810555
392	0.1596815913
393	0.1595563729
394	0.1594490973
395	0.1593286822
396	0.159205066
397	0.1591161123
398	0.159045262
399	0.1588522699
400	0.1586932489
401	0.158627455
402	0.1585045724
403	0.1584039971
404	0.1582709433
405	0.1581173168
406	0.1580362017
407	0.1578784789
408	0.1578006949
409	0.1577266986
410	0.1575765163
411	0.1574658115
412	0.1573648188
413	0.1572697914
414	0.1571890732
415	0.1571355953
416	0.1569843234
417	0.156892492
418	0.1567467284
419	0.1566907751
420	0.1565936554
421	0.1564316012
422	0.1562898013
423	0.1561521476
424	0.1560481749
425	0.1559279599
426	0.155842664
427	0.1557460508
428	0.1556287748
429	0.1555007029
430	0.1554392566
431	0.155326054
432	0.1552455611
433	0.1550832508
434	0.1549523714
435	0.1549119355
436	0.1547700207
437	0.1546660135
438	0.1545457452
439	0.1544904837
440	0.1544166576
441	0.1543012465
442	0.154197392
443	0.1540707113
444	0.1539463953
445	0.1538272038
446	0.1537812506
447	0.1536534443
448	0.1535879346
449	0.1535097945
450	0.1534451077
451	0.1532801268
452	0.1532262908
453	0.1531442857
454	0.1530682291
455	0.1529323412
456	0.1528692967
457	0.1527845731
458	0.1526839563
459	0.1525689669
460	0.152494245
461	0.1523889024
462	0.1522794455
463	0.1521375328
464	0.1520746421
465	0.1519145478
466	0.1518258092
467	0.151719304
468	0.1516256522
469	0.1514968435
470	0.1514420317
471	0.1513599719
472	0.1511566583
473	0.1511083149
474	0.1509827745
475	0.1508829904
476	0.1507277959
477	0.1506406512
