iter	Logloss
222	0.1675406442
223	0.1674766415
224	0.1673040831
225	0.1671635195
226	0.1671214555
227	0.1670192378
228	0.1666223597
229	0.1665500204
230	0.166460469
231	0.1663818135
232	0.1661771362
233	0.1660960573
234	0.165765199
235	0.1655037089
236	0.1652055254
237	0.1648114994
238	0.1646937743
239	0.1646047755
240	0.1642907609
241	0.1641794203
242	0.1641180232
243	0.1640498854
244	0.1639633558
245	0.163866838
246	0.1637689105
247	0.1636749413
248	0.163606163
249	0.1634333608
250	0.1633424021
251	0.1632514716
252	0.1630709636
253	0.1627808448
254	0.1626845141
255	0.1626113209
256	0.1625111681
257	0.1624180319
258	0.1622913927
259	0.1621971901
260	0.16208709
261	0.1620051287
262	0.161854497
263	0.1615744118
264	0.1615005083
265	0.1614508093
266	0.1613990005
267	0.161335258
268	0.1611889094
269	0.1611143176
270	0.161053671
271	0.1609960957
272	0.1608538513
273	0.1607236053
274	0.1606412304
275	0.160426466
276	0.1601661787
277	0.160007119
278	0.1599308514
279	0.1598702822
280	0.1596638189
281	0.1596180863
282	0.1595057694
283	0.1592338774
284	0.1591687891
285	0.1591133529
286	0.1590021085
287	0.1588886836
288	0.1587833955
289	0.1586842075
290	0.1585310283
291	0.1583984875
292	0.1583401226
293	0.1582550899
294	0.1581586007
295	0.1579756285
296	0.1578873467
297	0.1578219667
298	0.1575132353
299	0.1574099922
300	0.1573159326
301	0.1572422693
302	0.157161842
303	0.157044183
304	0.1569846597
305	0.1567501719
306	0.1566841268
307	0.1566199244
308	0.156506733
309	0.1564521116
310	0.1563506665
311	0.1562744395
312	0.1561933272
313	0.156108572
314	0.1560357187
315	0.1559631299
316	0.1558485998
317	0.1557465229
318	0.1556504045
319	0.1555317264
320	0.1554902495
321	0.1554157847
322	0.1552734527
323	0.1552144918
324	0.1551202195
325	0.1550607158
326	0.1549360327
327	0.154777189
328	0.1547119712
329	0.1546221032
330	0.1545386793
331	0.1545052988
332	0.1544643849
333	0.1544163857
334	0.1543260029
335	0.1542392044
336	0.1541944845
337	0.1541045048
338	0.1540136014
339	0.1539093926
340	0.1538123865
341	0.1537320925
342	0.1536108277
343	0.1535020157
344	0.1533777233
345	0.1533009247
346	0.1532344226
347	0.1531717518
348	0.1531101224
349	0.1529423753
350	0.1528459071
351	0.152783545
352	0.1526376567
353	0.1525345124
354	0.1524619809
355	0.1523522198
356	0.1522749088
357	0.1521372463
358	0.1520876217
359	0.1520035232
360	0.1518927886
361	0.1518014181
362	0.1517563986
363	0.1516839707
364	0.1516043324
365	0.151525689
366	0.1514955996
367	0.1513825589
368	0.1513084459
369	0.1512426486
370	0.1512034408
371	0.1511330509
372	0.1510820676
373	0.1509719464
374	0.1508823862
375	0.1507142313
376	0.1506453569
377	0.1505660402
378	0.1504736197
379	0.1504009183
380	0.1502281496
381	0.150142145
382	0.1500571142
383	0.1500055109
384	0.1497900926
385	0.1497026893
386	0.1496056921
387	0.1495901126
388	0.149516796
389	0.149467968
390	0.1493825173
391	0.1493190049
392	0.1492966029
393	0.149171555
394	0.1490958815
395	0.1489545555
396	0.148914313
397	0.1487706144
398	0.1487169211
399	0.1486496679
400	0.148573391
401	0.148508304
402	0.1484284447
403	0.148377531
404	0.1482882149
405	0.1482309246
406	0.148151852
407	0.1480922368
408	0.147975147
409	0.1478594522
410	0.1477783777
411	0.1477225379
412	0.147645056
413	0.1476009805
414	0.147539133
415	0.1474857889
416	0.1474463315
417	0.1473772894
418	0.1472985564
419	0.1472313245
420	0.1471578526
421	0.1468763449
422	0.1468391446
423	0.1467827905
424	0.146738998
425	0.1466896904
426	0.1465540864
427	0.1464774444
428	0.1464245399
429	0.1463332339
430	0.1462870731
431	0.1462275619
432	0.14614684
433	0.1460945948
434	0.1460263285
435	0.1459399261
436	0.14588188
437	0.1458128535
438	0.1457269619
439	0.1456453044
440	0.1455786428
441	0.1455035392
442	0.145448059
443	0.1453495967
444	0.1453099953
445	0.1452270428
446	0.1451462123
447	0.1450809568
448	0.1449819275
449	0.1449229264
450	0.1448351075
451	0.1447909623
452	0.1447113605
453	0.1446278446
454	0.1446044842
455	0.1444660061
456	0.144415211
457	0.1443706067
458	0.1443199152
459	0.1442462211
460	0.1441462953
461	0.1440880802
462	0.144029539
463	0.1439301377
464	0.1438409758
465	0.1438135098
466	0.1437714675
467	0.1436873419
468	0.143597522
469	0.1435463638
470	0.1434707551
471	0.1433521563
472	0.143271849
473	0.1432190872
474	0.1431312016
475	0.1430943639
476	0.1430247227
477	0.1429339474
478	0.1428672646
479	0.1427877619
480	0.1427005969
481	0.1426539402
482	0.1426087217
483	0.1425293144
484	0.1424638815
485	0.1424279739
486	0.1423642906
487	0.1422916314
488	0.1421997776
489	0.1421430425
490	0.1420940472
491	0.1420329757
492	0.1419322252
493	0.1418567704
494	0.141784406
495	0.1417259153
496	0.1416699891
497	0.141621304
498	0.1415566835
499	0.1415107343
